Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,SE_T038_001,SE_T038_004,SE_T038_003,SE_T038_002,SE_NV121_001,SE_NV121_004,SE_NV121_003,SE_NV121_002,SE_NV122_001,SE_NV122_004,SE_NV122_003,SE_NV122_002,SE_T039_001,SE_T039_005,SE_T039_006,SE_T039_003,SE_T039_004,SE_T039_002,SE_T039_021,SE_T039_007,SE_T039_012,SE_T039_013,SE_T039_010,SE_T039_011,SE_T039_009,SE_T039_008,SE_T039_014,SE_T039_019,SE_T039_020,SE_T039_017,SE_T039_018,SE_T039_016,SE_T039_015,SE_NV125_001,SE_NV125_005,SE_NV125_006,SE_NV125_003,SE_NV125_004,SE_NV125_002,SE_NV125_021,SE_NV125_007,SE_NV125_012,SE_NV125_013,SE_NV125_010,SE_NV125_011,SE_NV125_009,SE_NV125_008,SE_NV125_014,SE_NV125_019,SE_NV125_020,SE_NV125_017,SE_NV125_018,SE_NV125_016,SE_NV125_015,SE_NV126_001,SE_NV126_005,SE_NV126_006,SE_NV126_003,SE_NV126_004,SE_NV126_002,SE_NV126_021,SE_NV126_007,SE_NV126_012,SE_NV126_013,SE_NV126_010,SE_NV126_011,SE_NV126_009,SE_NV126_008,SE_NV126_014,SE_NV126_019,SE_NV126_020,SE_NV126_017,SE_NV126_018,SE_NV126_016,SE_NV126_015,SE_T040_001,SE_T040_005,SE_T040_006,SE_T040_003,SE_T040_004,SE_T040_002,SE_T040_021,SE_T040_007,SE_T040_012,SE_T040_013,SE_T040_010,SE_T040_011,SE_T040_009,SE_T040_008,SE_T040_014,SE_T040_019,SE_T040_020,SE_T040_017,SE_T040_018,SE_T040_016,SE_T040_015,SE_NV128_001,SE_NV128_005,SE_NV128_006,SE_NV128_003,SE_NV128_004,SE_NV128_002,SE_NV128_021,SE_NV128_007,SE_NV128_012,SE_NV128_013,SE_NV128_010,SE_NV128_011,SE_NV128_009,SE_NV128_008,SE_NV128_014,SE_NV128_019,SE_NV128_020,SE_NV128_017,SE_NV128_018,SE_NV128_016,SE_NV128_015,SE_NV129_001,SE_NV129_005,SE_NV129_006,SE_NV129_003,SE_NV129_004,SE_NV129_002,SE_NV129_021,SE_NV129_007,SE_NV129_012,SE_NV129_013,SE_NV129_010,SE_NV129_011,SE_NV129_009,SE_NV129_008,SE_NV129_014,SE_NV129_019,SE_NV129_020,SE_NV129_017,SE_NV129_018,SE_NV129_016,SE_NV129_015,SE_T041_001,SE_T041_005,SE_T041_006,SE_T041_003,SE_T041_004,SE_T041_002,SE_T041_021,SE_T041_007,SE_T041_012,SE_T041_013,SE_T041_010,SE_T041_011,SE_T041_009,SE_T041_008,SE_T041_014,SE_T041_019,SE_T041_020,SE_T041_017,SE_T041_018,SE_T041_016,SE_T041_015,SE_NV131_001,SE_NV131_005,SE_NV131_006,SE_NV131_003,SE_NV131_004,SE_NV131_002,SE_NV131_021,SE_NV131_007,SE_NV131_012,SE_NV131_013,SE_NV131_010,SE_NV131_011,SE_NV131_009,SE_NV131_008,SE_NV131_014,SE_NV131_019,SE_NV131_020,SE_NV131_017,SE_NV131_018,SE_NV131_016,SE_NV131_015,SE_NV132_001,SE_NV132_005,SE_NV132_006,SE_NV132_003,SE_NV132_004,SE_NV132_002,SE_NV132_021,SE_NV132_007,SE_NV132_012,SE_NV132_013,SE_NV132_010,SE_NV132_011,SE_NV132_009,SE_NV132_008,SE_NV132_014,SE_NV132_019,SE_NV132_020,SE_NV132_017,SE_NV132_018,SE_NV132_016,SE_NV132_015,SE_T042_001,SE_T042_002,SE_T042_003,SE_T042_004,SE_T042_005,SE_T042_006,SE_T042_007,SE_T042_008,SE_T042_009,SE_NV134_001,SE_NV134_002,SE_NV134_003,SE_NV134_004,SE_NV134_005,SE_NV134_006,SE_NV134_007,SE_NV134_008,SE_NV134_009,SE_NV135_001,SE_NV135_002,SE_NV135_003,SE_NV135_004,SE_NV135_005,SE_NV135_006,SE_NV135_007,SE_NV135_008,SE_NV135_009,SE_T043_001,SE_T043_002,SE_T043_003,SE_T043_004,SE_T043_005,SE_T043_006,SE_T043_007,SE_T043_008,SE_T043_009,SE_NV140_001,SE_NV140_002,SE_NV140_003,SE_NV140_004,SE_NV140_005,SE_NV140_006,SE_NV140_007,SE_NV140_008,SE_NV140_009,SE_NV141_001,SE_NV141_002,SE_NV141_003,SE_NV141_004,SE_NV141_005,SE_NV141_006,SE_NV141_007,SE_NV141_008,SE_NV141_009,SE_T044_001,SE_T044_002,SE_T044_003,SE_T044_004,SE_T044_005,SE_T044_006,SE_T044_007,SE_T044_008,SE_T044_009,SE_NV143_001,SE_NV143_002,SE_NV143_003,SE_NV143_004,SE_NV143_005,SE_NV143_006,SE_NV143_007,SE_NV143_008,SE_NV143_009,SE_NV144_001,SE_NV144_002,SE_NV144_003,SE_NV144_004,SE_NV144_005,SE_NV144_006,SE_NV144_007,SE_NV144_008,SE_NV144_009,SE_T045_005,SE_T045_006,SE_T045_003,SE_T045_004,SE_T045_002,SE_T045_001,SE_NV146_005,SE_NV146_006,SE_NV146_003,SE_NV146_004,SE_NV146_002,SE_NV146_001,SE_NV147_005,SE_NV147_006,SE_NV147_003,SE_NV147_004,SE_NV147_002,SE_NV147_001,SE_T046_001,SE_T046_006,SE_T046_007,SE_T046_004,SE_T046_005,SE_T046_003,SE_T046_002,SE_T046_008,SE_T046_013,SE_T046_014,SE_T046_011,SE_T046_012,SE_T046_010,SE_T046_009,SE_NV149_001,SE_NV149_006,SE_NV149_007,SE_NV149_004,SE_NV149_005,SE_NV149_003,SE_NV149_002,SE_NV149_008,SE_NV149_013,SE_NV149_014,SE_NV149_011,SE_NV149_012,SE_NV149_010,SE_NV149_009,SE_NV150_001,SE_NV150_006,SE_NV150_007,SE_NV150_004,SE_NV150_005,SE_NV150_003,SE_NV150_002,SE_NV150_008,SE_NV150_013,SE_NV150_014,SE_NV150_011,SE_NV150_012,SE_NV150_010,SE_NV150_009,SE_T047_001,SE_T047_002,SE_T047_003,SE_T047_004,SE_T047_005,SE_T047_006,SE_T047_007,SE_T047_008,SE_T047_009,SE_NV152_001,SE_NV152_002,SE_NV152_003,SE_NV152_004,SE_NV152_005,SE_NV152_006,SE_NV152_007,SE_NV152_008,SE_NV152_009,SE_NV153_001,SE_NV153_002,SE_NV153_003,SE_NV153_004,SE_NV153_005,SE_NV153_006,SE_NV153_007,SE_NV153_008,SE_NV153_009,SE_T048_001,SE_T048_002,SE_T048_003,SE_T048_004,SE_T048_005,SE_T048_006,SE_T048_007,SE_T048_008,SE_T048_009,SE_NV155_001,SE_NV155_002,SE_NV155_003,SE_NV155_004,SE_NV155_005,SE_NV155_006,SE_NV155_007,SE_NV155_008,SE_NV155_009,SE_NV156_001,SE_NV156_002,SE_NV156_003,SE_NV156_004,SE_NV156_005,SE_NV156_006,SE_NV156_007,SE_NV156_008,SE_NV156_009,SE_T049_001,SE_T049_002,SE_T049_003,SE_T049_004,SE_T049_005,SE_T049_006,SE_T049_007,SE_T049_008,SE_T049_009,SE_NV158_001,SE_NV158_002,SE_NV158_003,SE_NV158_004,SE_NV158_005,SE_NV158_006,SE_NV158_007,SE_NV158_008,SE_NV158_009,SE_NV159_001,SE_NV159_002,SE_NV159_003,SE_NV159_004,SE_NV159_005,SE_NV159_006,SE_NV159_007,SE_NV159_008,SE_NV159_009,SE_T050_001,SE_T050_002,SE_NV161_001,SE_NV161_002,SE_NV162_001,SE_NV162_002,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T051_006,SE_NV164_001,SE_NV164_002,SE_NV164_003,SE_NV164_004,SE_NV164_005,SE_NV164_006,SE_NV165_001,SE_NV165_002,SE_NV165_003,SE_NV165_004,SE_NV165_005,SE_NV165_006
1,Alabama,Alabama,,1,,65.5,65,66.4,66.4,3166,9397,15926,22166,4833722,14458485,23996159,33387205,2.1,2.2,2.3,1.8,1.9,,,78,79,80.3,79.1,79.5,,,321.7,334.8,336.9,272.8,273.6,119.8,142.2,247,183,180,63,63,,,6931,5187,5168,1713,1711,18,13,14986,12644,12616,2284,2280,32,26,11944972,8185867,7661681,3446510,3401254,213809,98786,8886350,6563592,6438001,2166655,2152584,93300,62803,4658979,3776722,3745027,837255,833287,26720,18282,1.8,1.9,2,1.5,1.6,,,77.3,78.3,79.7,78.2,78.6,,,318.1,330,332.2,274.4,275.1,131.1,142.6,150,111,109,38,38,,,4959,3699,3686,1235,1233,16,,10815,9096,9076,1672,1668,27,20,8547527,5836887,5447024,2480846,2447037,158081,71713,6418986,4723361,4627385,1579561,1568989,70107,45957,3399965,2756065,2731786,609282,606338,20588,14030,1.4,1.6,1.8,,,,,75.7,77,78.4,76.1,76.7,,,305.3,315.1,317.3,271.8,272.3,,,74,57,57,16,16,,,2930,2185,2177,732,732,,,6391,5340,5327,1021,1018,18,12,5130845,3489105,3253025,1501692,1481110,96911,43137,3871478,2837903,2776390,961429,954702,44057,28089,2093132,1694794,1678950,375697,373808,13508,9133,2.1,1.7,2.4,78,54.8,102.9,321.7,221.7,457.4,247,104,143,6931,2522,4409,14986,5949,9037,11944972,6043116,5901856,8886350,4599568,4286782,4658979,2683309,1975670,1.8,1.5,2.1,77.3,54.4,101.8,318.1,224,444.7,150,63,87,4959,1807,3152,10815,4370,6445,8547527,4323460,4224067,6418986,3322857,3096129,3399965,1950819,1449146,1.4,1.2,1.7,75.7,54.6,98.3,305.3,216.2,424.2,74,31,43,2930,1096,1834,6391,2587,3804,5130845,2596015,2534830,3871478,2005660,1865818,2093132,1196383,896749,59.9,60.4,52.6,52.8,23,22.9,59,59.5,52.4,52.5,26.1,23.7,56.7,57.3,51.2,51.4,23.6,,40.3,43.2,43.5,30.3,30.4,26.6,,82.4,81.8,82.6,87,87.3,,32.3,40.3,43.4,43.7,30.1,30.2,29.5,,80.4,79.5,80.3,86.4,86.7,,,39.3,42.2,42.5,30,30.1,,,76.7,75.8,76.6,83.1,83.5,,,2.1,,2.2,78,14.2,79,321.7,86.5,323.5,247,,244,6931,21,6907,14986,32,14953,11944972,612885,11332087,8886350,147430,8738920,4658979,37015,4621964,1.8,,1.8,77.3,,78.4,318.1,84.9,320,150,,148,4959,14,4942,10815,24,10790,8547527,456284,8091243,6418986,112667,6306319,3399965,28254,3371711,1.4,,1.5,75.7,,76.9,305.3,,307.2,74,,74,2930,,2921,6391,16,6374,5130845,276108,4854737,3871478,72237,3799241,2093132,18393,2074739,14.8,58.6,13.9,57.9,13.6,55.8,40.3,10.1,40.5,82.4,20.5,83.1,40.3,,40.6,80.4,19.3,81.1,39.3,,39.6,76.7,,77.5
2,Alaska,Alaska,,2,,37.1,36.5,36.3,36.6,273,798,1305,1816,735132,2189299,3598425,4966180,1,,,,,,,45.2,44.3,45.3,,,23.5,65.4,300.9,284.4,289.7,288.9,302.4,186.2,444.7,20,15,15,,,,,615,468,462,12,12,20,115,1181,865,858,27,27,45,244,1909073,1353213,1257062,95302,85877,142607,317951,1359693,1057146,1019181,41356,39049,85250,175941,392544,304162,296141,9347,8928,24167,54868,,,,,,,,42.4,41.7,42.9,,,,60.5,295,281.6,287.7,,,191.2,424.8,18,13,13,,,,,418,318,315,10,10,12,78,869,644,640,18,18,35,172,1381199,975669,903844,70289,63306,106009,229232,985208,762165,733694,30626,28905,63531,128886,294616,228732,222457,7090,6752,18309,40485,,,,,,,,43.2,42.4,43.6,,,,57.3,285.3,265.7,271.1,,,220.5,442.1,,,,,,,,256,193,191,,,11,45,533,386,382,10,10,26,111,845947,596308,549007,45014,40640,65998,138627,592880,455689,437813,19016,17923,39603,78572,186799,145250,140922,4648,4402,11794,25107,1,,,45.2,39.7,50.3,300.9,268.3,335,20,10,10,615,257,358,1181,539,642,1909073,900298,1008775,1359693,647659,712034,392544,200910,191634,,,,42.4,37.1,47.3,295,268,323.1,18,,,418,174,244,869,403,466,1381199,650375,730824,985208,469563,515645,294616,150394,144222,,,,43.2,36.7,49.1,285.3,262.8,308.7,,,,256,104,152,533,250,283,845947,395636,450311,592880,283131,309749,186799,95115,91684,48.7,49.5,45.6,47.9,33,74.4,48,49,41.9,44.1,32.9,71.5,45.5,46.5,,,39,73.9,44.4,44,45,,,25.1,57.9,59.8,54.4,55.1,62.5,64.8,48.7,96.2,43.9,44.4,45.8,,,26.1,52.3,58.1,52.3,53,,,45.7,97.3,42.8,42.5,43.9,,,33.3,52.8,56.2,49,49.5,,,,102.2,1,,1.1,45.2,,46.2,300.9,,306.3,20,,20,615,,607,1181,,1173,1909073,125400,1783673,1359693,46709,1312984,392544,9632,382912,,,,42.4,,43.6,295,,301,18,,18,418,,414,869,,864,1381199,93740,1287459,985208,35069,950139,294616,7558,287058,,,,43.2,,44.3,285.3,,291.3,,,,256,,253,533,,529,845947,61080,784867,592880,22051,570829,186799,5219,181580,,52.1,,51.1,,49.8,44.4,,45.4,59.8,,60.5,43.9,,45.1,58.1,,59,42.8,,44.1,56.2,,57
4,Arizona,Arizona,,4,,42,42,42.3,42.3,2784,8254,13701,18989,6626624,19662384,32397555,44845598,1,1,1.2,,,,,39.9,42,48.8,41.5,44.6,19,10.2,230.2,237.2,249.5,212.9,224.3,117.5,64.5,159,134,105,12,12,10,,4351,4063,3732,177,175,63,48,14477,13956,13037,284,283,135,102,16299119,13633521,8531926,917885,783652,726533,1021180,10901116,9672359,7653476,426911,392795,331515,470331,6289638,5883307,5226146,133417,126149,114875,158039,0.9,0.9,1.1,,,,,38.9,41.1,48,37.6,40.2,16.9,10.3,225.8,233,245,209.2,221.4,111,62.6,107,89,67,,,,,3080,2882,2641,120,118,42,36,10512,10129,9439,211,211,98,74,11698679,9741876,6049787,678829,578179,534315,743659,7925190,7008674,5502872,319551,293371,248887,348078,4654507,4347208,3852632,100884,95319,88296,118119,0.8,0.8,1,,,,,38.4,40.8,48.3,37.6,41.1,13.4,,217.9,224.7,236,203.1,215.1,111.3,65.8,58,47,37,,,,,1849,1734,1594,75,75,21,19,6345,6101,5666,131,131,64,49,7071761,5866856,3609334,420119,357366,330229,454557,4815571,4245070,3303052,199271,182605,156197,215033,2912230,2715735,2401301,64501,60892,57522,74472,1,1.1,0.8,39.9,33.2,47,230.2,191.9,275.8,159,90,69,4351,1865,2486,14477,6563,7914,16299119,7953189,8345930,10901116,5614187,5286929,6289638,3420672,2868966,0.9,1.1,0.8,38.9,32.5,45.6,225.8,190.3,268.1,107,62,45,3080,1328,1752,10512,4808,5704,11698679,5710489,5988190,7925190,4080351,3844839,4654507,2526590,2127917,0.8,0.9,0.8,38.4,33.1,44,217.9,183.5,258.5,58,30,28,1849,821,1028,6345,2894,3451,7071761,3448971,3622790,4815571,2478112,2337459,2912230,1577249,1334981,39.5,42.2,38.2,40.4,21.3,11.1,38.8,41.4,36.7,38.9,20.1,10.9,37.6,40.2,35.7,38,19.3,11.6,31.8,32.9,35.8,31,33,15.6,9.4,46.3,47.5,49.9,47.7,50.1,30.3,13.7,31.5,32.6,35.4,30.8,32.8,14.1,9.2,45,46.2,48.6,44.2,46.7,29.6,13.8,30.7,31.8,34.6,29.1,31.2,14.4,9.8,43.4,44.6,46.9,44.1,46.9,27.5,14.8,1,0.5,1.2,39.9,15.1,45.9,230.2,132.5,241.9,159,29,130,4351,327,4013,14477,914,13544,16299119,5566135,10732984,10901116,2164318,8736798,6289638,689552,5600086,0.9,0.5,1.1,38.9,14.6,44.9,225.8,131.2,237.4,107,22,85,3080,236,2834,10512,682,9814,11698679,4041508,7657171,7925190,1617800,6307390,4654507,519690,4134817,0.8,,1,38.4,13.5,44.9,217.9,129.4,228.7,58,10,48,1849,137,1708,6345,428,5905,7071761,2474793,4596968,4815571,1013027,3802544,2912230,330770,2581460,21.6,40.9,21.5,40,21.1,38.9,31.8,14.5,34.5,46.3,31,48.6,31.5,14.7,34.1,45,30.4,47.2,30.7,14.4,33.3,43.4,29.9,45.6
5,Arkansas,Arkansas,,5,,73.3,72.5,72.9,73.3,2168,6411,10691,14944,2959373,8846483,14659244,20382448,1.8,1.9,2,,,,,83.4,83.1,85.5,94.4,94.5,,,351.6,356.8,359.5,329.8,330.2,,,131,107,105,19,19,,,4381,3660,3638,701,696,10,10,10431,9511,9474,895,891,15,10,7201006,5719217,5185864,1243595,1223535,157716,80478,5255342,4402935,4255075,742578,736388,61082,48747,2967056,2665401,2635244,271346,269837,16490,13819,1.6,1.7,1.8,,,,,82.1,82.4,84.8,90.7,90.5,,,346.7,351.3,353.9,331.4,331.2,,,84,69,67,10,10,,,3114,2610,2592,492,487,,,7492,6818,6786,652,648,14,,5154330,4083490,3690484,894100,879257,117935,58805,3793659,3169182,3056054,542633,537984,46030,35814,2160673,1940722,1917601,196757,195677,12686,10508,1.5,1.7,1.8,,,,,80.9,81.5,84,87.7,87.9,,,340.3,344.9,347.7,325.5,324.9,,,48,41,39,,,,,1850,1553,1539,290,288,,,4513,4103,4084,395,392,10,,3102889,2452447,2210637,540704,531587,73683,36055,2286264,1904461,1831769,330598,327658,29117,22088,1326109,1189612,1174408,121354,120659,8339,6804,1.8,1.9,1.8,83.4,61.4,106.5,351.6,248.7,484.7,131,67,64,4381,1654,2727,10431,4161,6270,7201006,3587872,3613134,5255342,2693728,2561614,2967056,1673351,1293705,1.6,1.8,1.5,82.1,59.8,105.6,346.7,245.4,476.7,84,46,38,3114,1162,1952,7492,2980,4512,5154330,2567837,2586493,3793659,1944541,1849118,2160673,1214140,946533,1.5,1.9,,80.9,58.5,104.5,340.3,246.7,459.5,48,30,18,1850,686,1164,4513,1832,2681,3102889,1545396,1557493,2286264,1172269,1113995,1326109,742682,583427,63.4,64.2,62.9,63,18.1,16.2,62.6,63.4,61.7,61.7,20.8,,61.5,62.3,59.9,59.8,,,45,46.4,46.9,37.6,37.6,,,86.2,85.3,86.5,99.4,99.7,,,44.3,45.7,46.2,37.5,37.3,,,84.8,84.2,85.2,96.1,96.3,,,44.3,45.9,46.5,35.5,35.5,,,81.9,81.2,82.4,93.9,94,,,1.8,,1.9,83.4,,85.5,351.6,78.8,353.9,131,,128,4381,13,4353,10431,26,10384,7201006,581889,6619117,5255342,162343,5092999,2967056,32991,2934065,1.6,,1.7,82.1,,84.2,346.7,87.2,348.9,84,,81,3114,10,3090,7492,22,7450,5154330,429542,4724788,3793659,124246,3669413,2160673,25233,2135440,1.5,,1.6,80.9,,83.1,340.3,,342.7,48,,45,1850,,1833,4513,,4488,3102889,264465,2838424,2286264,79844,2206420,1326109,16572,1309537,14.6,63.7,16,62.7,,61.5,45,,45.5,86.2,22.2,87.2,44.3,,44.8,84.8,25.9,85.7,44.3,,44.8,81.9,,82.9
6,California,California,,6,,32.5,33.1,33.9,34.5,12470,37725,63820,90061,38332521,114065863,188281048,261135696,0.8,0.7,0.9,1.1,1.3,1.2,,32.5,32.6,41.9,54.8,58.5,23.7,12.4,225.8,237.2,268.2,261.9,272.6,155.4,115.5,831,550,340,85,85,193,,21005,16085,14037,2470,2458,2322,128,68211,56824,50764,4412,4397,6633,342,101346685,75658934,36782776,7491199,6454357,16044985,2151567,64649771,49298535,33461599,4508542,4203856,9807629,1035065,30205443,23956239,18931008,1684420,1612898,4268681,296103,0.8,0.7,0.9,1.1,1.3,,,31.2,31.1,40.1,53.6,57.5,23.7,11,218.7,229.5,260.2,254.6,265.5,153,110.9,580,387,229,59,59,134,,14671,11102,9606,1765,1761,1719,85,48557,40263,35872,3157,3147,4888,249,72766584,54153231,26013364,5392108,4617358,11636493,1584752,47036461,35726499,23931906,3294026,3062560,7242665,773271,22201447,17542599,13784765,1240075,1185389,3194338,224435,0.7,0.6,0.8,1.2,1.4,,,30,29.7,38.7,51.7,55.6,23.8,10.4,208.9,219,248.8,240.5,251.3,149.6,111.3,329,210,118,38,38,81,,8583,6429,5526,1039,1036,1065,50,28807,23765,21101,1854,1848,3029,159,43966804,32635678,15519928,3266543,2786854,7098011,966572,28621604,21657848,14285350,2010961,1864012,4473767,479028,13790440,10851890,8480456,770799,735339,2024906,142845,0.8,0.8,0.8,32.5,28.4,36.8,225.8,192.5,269,831,396,435,21005,9341,11664,68211,32814,35397,101346685,49587196,51759489,64649771,32918957,31730814,30205443,17049039,13156404,0.8,0.8,0.8,31.2,27.3,35.2,218.7,187.3,259.1,580,279,301,14671,6536,8135,48557,23408,25149,72766584,35609461,37157123,47036461,23944097,23092364,22201447,12495974,9705473,0.7,0.7,0.8,30,26.7,33.4,208.9,179.9,245.9,329,156,173,8583,3886,4697,28807,13923,14884,43966804,21505685,22461119,28621604,14563237,14058367,13790440,7737814,6052626,37.2,42.6,46.5,48.6,25.8,18.4,36,41.3,45.2,47.4,25.4,17.4,34.4,39.6,42.9,45.1,24.9,17.4,30.4,32.3,38,37.1,38.9,18.3,15.8,43.3,43.7,48.5,59.6,62.3,36.2,21.6,29.5,31.4,37,36.3,38.1,18.1,14.9,41.8,42,46.8,57.7,60.5,35.6,20.5,28.5,30.2,35.9,35.1,36.9,17.7,14.6,39.7,39.8,44.4,53.9,56.7,34.9,20.8,0.8,0.5,1.1,32.5,12.1,39.8,225.8,114.8,249.5,831,211,620,21005,2073,18917,68211,6119,62061,101346685,42481345,58865340,64649771,17089529,47560242,30205443,5328367,24877076,0.8,0.5,1,31.2,11.8,38.4,218.7,111.1,242.2,580,159,421,14671,1508,13150,48557,4435,44099,72766584,30837018,41929566,47036461,12752813,34283648,22201447,3991935,18209512,0.7,,0.9,30,11.3,37.2,208.9,106.6,231.6,329,92,237,8583,905,7670,28807,2690,26102,43966804,18776569,25190235,28621604,7978510,20643094,13790440,2522463,11267977,18.3,40.2,17.8,39,17,37.4,30.4,13.2,34.6,43.3,25.5,47.5,29.5,12.9,33.7,41.8,24.5,45.9,28.5,12.5,32.6,39.7,23.3,43.7
8,Colorado,Colorado,,8,,29.6,30.5,31.3,31.8,1561,4742,8017,11204,5268367,15572745,25574136,35267734,0.7,0.7,0.8,,,,,30.9,31,33,43.9,45.8,16.7,,209.5,211.3,216.1,225.6,231.9,140.6,138.2,97,87,73,,,,,2874,2654,2451,159,156,42,19,8233,7816,7207,251,249,120,46,13500821,11986778,9198950,700032,614065,541480,272531,9302439,8553042,7437766,361932,340950,251926,135539,3929551,3699646,3335487,111250,107355,85361,33294,0.6,0.6,0.7,,,,,30.4,30.4,32.2,44.1,46.1,17.5,,202.3,203.2,207.5,237.8,245.4,149.8,120.3,56,50,45,,,,,2053,1887,1731,118,116,33,15,5908,5583,5135,197,196,97,31,9747911,8634727,6609089,515106,450122,397162,200916,6763568,6206405,5378848,267664,251684,188273,101226,2920457,2747112,2474641,82843,79882,64735,25767,0.5,0.5,0.6,,,,,29.4,29.4,31.3,43.6,45.2,18.7,,190.9,192,195.9,210.8,217,144.2,124.6,29,25,23,,,,,1208,1105,1016,72,70,22,,3505,3314,3042,110,109,60,21,5933340,5244097,4004021,319985,279236,245492,123766,4103575,3757975,3243342,165245,155033,117702,62653,1836452,1725800,1553208,52190,50236,41602,16860,0.7,0.7,0.7,30.9,27.8,34,209.5,183,242.6,97,45,52,2874,1308,1566,8233,3994,4239,13500821,6537202,6963619,9302439,4697295,4605144,3929551,2182216,1747335,0.6,0.6,0.6,30.4,27.7,33.1,202.3,178,232.3,56,26,30,2053,945,1108,5908,2876,3032,9747911,4716066,5031845,6763568,3417107,3346461,2920457,1615411,1305046,0.5,,,29.4,26.5,32.4,190.9,171,215.2,29,13,16,1208,550,658,3505,1729,1776,5933340,2865458,3067882,4103575,2074269,2029306,1836452,1011309,825143,34.1,35,40.4,41.5,22.8,22.3,33,33.8,41.8,43.1,24.2,20.5,31.3,32.1,37.8,38.8,23.8,22.1,29.3,29.6,30.6,32.7,33.7,17.4,19,40.1,40.1,40.9,50.6,51.9,32,25.6,28.7,28.9,29.8,33.6,34.8,18.2,21,38.5,38.3,39,52.7,54.3,34.3,18.7,27.5,27.7,28.6,31.1,31.9,17.4,,36,35.8,36.5,45.8,47.2,34.7,,0.7,,0.8,30.9,17.3,32.9,209.5,159.3,215,97,15,82,2874,210,2664,8233,616,7617,13500821,3071522,10429299,9302439,1216295,8086144,3929551,386797,3542754,0.6,,0.7,30.4,17.7,32.3,202.3,156.2,207.4,56,,50,2053,160,1893,5908,453,5455,9747911,2239140,7508771,6763568,904666,5858902,2920457,290082,2630375,0.5,,0.6,29.4,16.5,31.5,190.9,149.9,195.4,29,,27,1208,93,1115,3505,276,3229,5933340,1372910,4560430,4103575,563275,3540300,1836452,184108,1652344,25.6,35,25.2,33.9,24,32.2,29.3,20.7,30.4,40.1,31.9,41.1,28.7,20.5,29.7,38.5,31.2,39.4,27.5,19.9,28.5,36,29.1,36.9
9,Connecticut,Connecticut,,9,,46.4,46.9,48.5,49,1668,5053,8682,12228,3596080,10767136,17903040,24975889,1.4,1.4,1.5,,,,,42.1,42.5,44.7,47.3,51.2,17.5,,255.4,262,267.8,208.2,217.1,104.4,,120,95,86,16,16,,,2977,2631,2536,303,301,38,,9131,8581,8393,477,471,65,,8646811,6905557,5642181,1178556,1004450,503293,59405,7073676,6185980,5671798,641125,587998,216976,29595,3575000,3275649,3133980,229136,216981,62251,7964,1.3,1.2,1.4,,,,,41.1,41.5,43.7,46.5,50.4,17.8,,249.7,256.1,261.5,204.9,214.3,103.5,,81,61,57,12,12,,,2107,1855,1785,220,218,29,,6494,6091,5938,347,343,49,,6157376,4893361,3968096,852215,722595,367961,43839,5124506,4466299,4080341,473298,432801,162746,22163,2600866,2378188,2270632,169353,160047,47327,5998,1.2,1.3,1.4,,,,,39.8,40.4,42.7,44.6,48.5,,,236.7,243.4,248.7,188.2,196.6,94.8,,46,37,33,,,,,1234,1089,1046,130,129,13,,3773,3538,3443,199,196,29,,3688923,2918390,2349745,517698,437306,225793,27042,3101933,2694223,2450969,291681,265946,102236,13793,1593842,1453678,1384655,105718,99695,30596,3850,1.4,1.5,1.3,42.1,37.3,47.2,255.4,222.2,301.1,120,65,55,2977,1358,1619,9131,4597,4534,8646811,4329469,4317342,7073676,3641630,3432046,3575000,2069271,1505729,1.3,1.4,1.2,41.1,36.3,46.3,249.7,218.5,292.2,81,44,37,2107,957,1150,6494,3276,3218,6157376,3079762,3077614,5124506,2638365,2486141,2600866,1499530,1101336,1.2,1.4,1.1,39.8,34.9,45,236.7,206.4,277.6,46,25,21,1234,557,677,3773,1888,1885,3688923,1842146,1846777,3101933,1597131,1504802,1593842,914781,679061,42.2,43.2,38.4,40.4,20.8,,41.3,42.3,38,40.1,20.3,,39.5,40.5,34.8,36.8,17.6,,35.9,37.1,38.3,28.5,29.8,14.7,,49.3,49.3,50.2,53.5,56.5,28.1,,35.3,36.5,37.7,28.3,29.6,12.5,,48.1,48.1,48.9,52.9,56.1,30,,33.5,34.7,36,25.5,26.7,,,46,46.1,46.8,49.3,52.3,25.8,,1.4,,1.6,42.1,17,44.4,255.4,122.9,261.5,120,,111,2977,100,2877,9131,194,8937,8646811,1497029,7149782,7073676,587258,6486418,3575000,157828,3417172,1.3,,1.5,41.1,16.7,43.4,249.7,130.8,255.4,81,,77,2107,74,2033,6494,157,6337,6157376,1099913,5057463,5124506,441854,4682652,2600866,119990,2480876,1.2,,1.4,39.8,16.1,42.1,236.7,127.1,242.3,46,,42,1234,45,1189,3773,98,3675,3688923,677244,3011679,3101933,278835,2823098,1593842,77105,1516737,20.3,42.6,21.2,41.8,20.6,39.8,35.9,15.1,37.1,49.3,27.4,50.4,35.3,15.9,36.5,48.1,28.3,49.1,33.5,13.3,34.7,46,30.3,46.8
